1.000000000000000000e+00,9.820000000000000000e+02,4.350000000000000000e+02,5.740000000000000000e+02,5.620000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.820000000000000000e+02,7.970000000000000000e+02
2.000000000000000000e+00,9.830000000000000000e+02,4.360000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
3.000000000000000000e+00,9.820000000000000000e+02,4.360000000000000000e+02,5.740000000000000000e+02,5.620000000000000000e+02,1.346000000000000000e+03,6.720000000000000000e+02,9.820000000000000000e+02,7.980000000000000000e+02
4.000000000000000000e+00,9.830000000000000000e+02,4.360000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.347000000000000000e+03,6.720000000000000000e+02,9.820000000000000000e+02,7.980000000000000000e+02
5.000000000000000000e+00,9.820000000000000000e+02,4.360000000000000000e+02,5.740000000000000000e+02,5.620000000000000000e+02,1.347000000000000000e+03,6.720000000000000000e+02,9.820000000000000000e+02,7.980000000000000000e+02
6.000000000000000000e+00,9.830000000000000000e+02,4.360000000000000000e+02,5.740000000000000000e+02,5.620000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.820000000000000000e+02,7.970000000000000000e+02
7.000000000000000000e+00,9.830000000000000000e+02,4.360000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
8.000000000000000000e+00,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.820000000000000000e+02,7.980000000000000000e+02
9.000000000000000000e+00,9.820000000000000000e+02,4.390000000000000000e+02,5.730000000000000000e+02,5.650000000000000000e+02,1.346000000000000000e+03,6.740000000000000000e+02,9.810000000000000000e+02,8.000000000000000000e+02
1.000000000000000000e+01,9.840000000000000000e+02,4.350000000000000000e+02,5.760000000000000000e+02,5.600000000000000000e+02,1.349000000000000000e+03,6.700000000000000000e+02,9.840000000000000000e+02,7.950000000000000000e+02
1.100000000000000000e+01,9.820000000000000000e+02,4.350000000000000000e+02,5.740000000000000000e+02,5.610000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
1.200000000000000000e+01,9.840000000000000000e+02,4.340000000000000000e+02,5.750000000000000000e+02,5.600000000000000000e+02,1.348000000000000000e+03,6.700000000000000000e+02,9.830000000000000000e+02,7.960000000000000000e+02
1.300000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.740000000000000000e+02,5.610000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.820000000000000000e+02,7.970000000000000000e+02
1.400000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
1.500000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.740000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
1.600000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
1.700000000000000000e+01,9.840000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
1.800000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
1.900000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
2.000000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
2.100000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
2.200000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
2.300000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
2.400000000000000000e+01,9.840000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
2.500000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.740000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
2.600000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
2.700000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
2.800000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
2.900000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
3.000000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
3.100000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.740000000000000000e+02,5.610000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.200000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.620000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.300000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.750000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.400000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.760000000000000000e+02,5.610000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
3.500000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.810000000000000000e+02,5.570000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.600000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.870000000000000000e+02,5.510000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.700000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.900000000000000000e+02,5.470000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.800000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,5.960000000000000000e+02,5.410000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
3.900000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.000000000000000000e+02,5.360000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
4.000000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.040000000000000000e+02,5.320000000000000000e+02,1.347000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
4.100000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.090000000000000000e+02,5.280000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
4.200000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.120000000000000000e+02,5.250000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
4.300000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.180000000000000000e+02,5.220000000000000000e+02,1.348000000000000000e+03,6.720000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
4.400000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.220000000000000000e+02,5.180000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
4.500000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.260000000000000000e+02,5.140000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
4.600000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.300000000000000000e+02,5.110000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
4.700000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.350000000000000000e+02,5.070000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
4.800000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.390000000000000000e+02,5.030000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
4.900000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
5.000000000000000000e+01,9.830000000000000000e+02,4.360000000000000000e+02,6.440000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.100000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.000000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.200000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.440000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.980000000000000000e+02
5.300000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.400000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.000000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.500000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.440000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.600000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.700000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.440000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.800000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.010000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
5.900000000000000000e+01,9.830000000000000000e+02,4.350000000000000000e+02,6.430000000000000000e+02,5.000000000000000000e+02,1.348000000000000000e+03,6.710000000000000000e+02,9.830000000000000000e+02,7.970000000000000000e+02
